,event_name,weight_class,fighter_1,action,fighter_2,round,time,method
2067,UFC Fight Night: Henderson vs. Khabilov,Flyweight,John Dodson,def.,John Moraga,2,5:00,TKO (doctor stoppage)
2068,UFC Fight Night: Henderson vs. Khabilov,Lightweight,Rafael dos Anjos,def.,Jason High,2,3:36,TKO (punches)
2069,UFC Fight Night: Henderson vs. Khabilov,Lightweight,Piotr Hallmann,def.,Yves Edwards,3,2:31,Submission (rear-naked choke)
2070,UFC Fight Night: Henderson vs. Khabilov,Bantamweight,Bryan Caraway,def.,Érik Pérez,2,1:52,Submission (rear-naked choke)
2071,UFC Fight Night: Henderson vs. Khabilov,Bantamweight,Sergio Pettis,def.,Yaotzin Meza,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2072,UFC Fight Night: Henderson vs. Khabilov,Welterweight,Lance Benoist,def.,Bobby Voelker,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2073,UFC Fight Night: Henderson vs. Khabilov,Flyweight,Scott Jorgensen,def.,Danny Martinez,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2074,UFC Fight Night: Henderson vs. Khabilov,Lightweight,Jon Tuck,def.,Jake Lindsey,3,2:47,Submission (heel strikes to the body)
2075,UFC Fight Night: Henderson vs. Khabilov,Light Heavyweight,Patrick Cummins,def.,Roger Narvaez,2,2:28,TKO (punches)
2076,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Heavyweight,Stipe Miocic,def.,Fábio Maldonado,1,0:35,TKO (punches)
2077,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Heavyweight,Antônio Carlos Júnior,def.,Vitor Miranda,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2078,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Middleweight,Warlley Alves,def.,Márcio Alexandre Jr.,3,0:25,Technical Submission (guillotine choke)
2079,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Welterweight,Demian Maia,def.,Alexander Yakovlev,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2080,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Featherweight,Robbie Peralta,def.,Rony Jason,3,5:00,"Decision (split) (29–28, 27–30, 30–27)"
2081,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Lightweight,Rashid Magomedov,def.,Rodrigo Damm,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2082,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Lightweight,Elias Silverio,def.,Ernest Chavez,3,4:21,Submission (rear-naked choke)
2083,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Welterweight,Gasan Umalatov,def.,Paulo Thiago,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2084,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Featherweight,Kevin Souza,def.,Mark Eddiva,2,4:52,TKO (punches)
2085,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Middleweight,Ricardo Abreu,def.,Wagner Silva,2,1:06,Submission (rear-naked choke)
2086,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Heavyweight,Marcos Rogério de Lima,def.,Richardson Moreira,1,0:20,KO (punches)
2087,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Bantamweight,Pedro Munhoz,def.,Matt Hobar,1,2:47,TKO (punches)
2088,UFC Fight Night: Muñoz vs. Mousasi,Middleweight,Gegard Mousasi,def.,Mark Muñoz,1,3:57,Submission (rear-naked choke)
2089,UFC Fight Night: Muñoz vs. Mousasi,Middleweight,C.B. Dollaway,def.,Francis Carmont,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2090,UFC Fight Night: Muñoz vs. Mousasi,Middleweight,Sean Strickland,def.,Luke Barnatt,3,5:00,"Decision (split) (28–29, 30–27, 29–28)"
2091,UFC Fight Night: Muñoz vs. Mousasi,Featherweight,Niklas Bäckström,def.,Tom Niinimäki,1,4:15,Submission (rear-naked choke)
2092,UFC Fight Night: Muñoz vs. Mousasi,Lightweight,Nick Hein,def.,Drew Dober,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
2093,UFC Fight Night: Muñoz vs. Mousasi,Middleweight,Magnus Cedenblad,def.,Krzysztof Jotko,2,4:59,Submission (guillotine choke)
2094,UFC Fight Night: Muñoz vs. Mousasi,Bantamweight,Iuri Alcântara,def.,Vaughan Lee,1,0:25,TKO (punches)
2095,UFC Fight Night: Muñoz vs. Mousasi,Welterweight,Peter Sobotta,def.,Pawel Pawlak,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2096,UFC Fight Night: Muñoz vs. Mousasi,Featherweight,Maximo Blanco,def.,Andy Ogle,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2097,UFC Fight Night: Muñoz vs. Mousasi,Heavyweight,Ruslan Magomedov,def.,Viktor Pešta,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2098,UFC 173: Barão vs. Dillashaw,Bantamweight,T.J. Dillashaw,def.,Renan Barão,5,2:26,TKO (head kick and punches)
2099,UFC 173: Barão vs. Dillashaw,Light Heavyweight,Daniel Cormier,def.,Dan Henderson,3,3:53,Technical Submission (rear-naked choke)
2100,UFC 173: Barão vs. Dillashaw,Welterweight,Robbie Lawler,def.,Jake Ellenberger,3,3:06,TKO (knee and punches)
2101,UFC 173: Barão vs. Dillashaw,Bantamweight,Takeya Mizugaki,def.,Francisco Rivera,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
2102,UFC 173: Barão vs. Dillashaw,Lightweight,James Krause,def.,Jamie Varner,1,5:00,TKO (ankle injury)
2103,UFC 173: Barão vs. Dillashaw,Lightweight,Michael Chiesa,def.,Francisco Trinaldo,3,5:00,"Decision (unanimous) (30–26, 30–26, 30–27)"
2104,UFC 173: Barão vs. Dillashaw,Lightweight,Tony Ferguson,def.,Katsunori Kikuno,1,4:06,TKO (punch)
2105,UFC 173: Barão vs. Dillashaw,Bantamweight,Chris Holdsworth,def.,Chico Camus,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2106,UFC 173: Barão vs. Dillashaw,Lightweight,Mitch Clarke,def.,Al Iaquinta,2,0:57,Technical Submission (D'Arce choke)
2107,UFC 173: Barão vs. Dillashaw,Lightweight,Vinc Pichel,def.,Anthony Njokuani,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2108,UFC 173: Barão vs. Dillashaw,Featherweight,Sam Sicilia,def.,Aaron Phillips,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2109,UFC 173: Barão vs. Dillashaw,Welterweight,Li Jingliang,def.,David Michaud,3,5:00,"Decision (split) (29–28, 28–29, 30–27)"
2110,UFC Fight Night: Brown vs. Silva,Welterweight,Matt Brown,def.,Erick Silva,3,2:11,TKO (punches)
2111,UFC Fight Night: Brown vs. Silva,Middleweight,Costas Philippou,def.,Lorenz Larkin,1,3:47,KO (punch)
2112,UFC Fight Night: Brown vs. Silva,Lightweight,Daron Cruickshank,def.,Erik Koch,1,3:21,TKO (head kick and punches)
2113,UFC Fight Night: Brown vs. Silva,Welterweight,Neil Magny,def.,Tim Means,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2114,UFC Fight Night: Brown vs. Silva,Heavyweight,Soa Palelei,def.,Ruan Potts,1,2:20,KO (punches)
2115,UFC Fight Night: Brown vs. Silva,Flyweight,Chris Cariaso,def.,Louis Smolka,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2116,UFC Fight Night: Brown vs. Silva,Middleweight,Ed Herman,def.,Rafael Natal,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
2117,UFC Fight Night: Brown vs. Silva,Flyweight,Kyoji Horiguchi,def.,Darrell Montague,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2118,UFC Fight Night: Brown vs. Silva,Welterweight,Zak Cummings,def.,Yan Cabral,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2119,UFC Fight Night: Brown vs. Silva,Bantamweight,Johnny Eduardo,def.,Eddie Wineland,1,4:37,TKO (punches)
2120,UFC Fight Night: Brown vs. Silva,Featherweight,Nik Lentz,def.,Manvel Gamburyan,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2121,UFC Fight Night: Brown vs. Silva,Lightweight,Justin Salas,def.,Ben Wall,1,2:41,KO (punches)
2122,UFC Fight Night: Brown vs. Silva,Welterweight,Albert Tumenov,def.,Anthony Lapsley,1,3:56,KO (punch)
2123,UFC 172: Jones vs. Teixeira,Light Heavyweight,Jon Jones,def.,Glover Teixeira,5,5:00,"Decision (unanimous) (50–45, 50–45, 50–45)"
2124,UFC 172: Jones vs. Teixeira,Light Heavyweight,Anthony Johnson,def.,Phil Davis,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2125,UFC 172: Jones vs. Teixeira,Middleweight,Luke Rockhold,def.,Tim Boetsch,1,2:08,Submission (kimura)
2126,UFC 172: Jones vs. Teixeira,Lightweight,Jim Miller,def.,Yancy Medeiros,1,3:18,Technical Submission (guillotine choke)
2127,UFC 172: Jones vs. Teixeira,Featherweight,Max Holloway,def.,Andre Fili,3,3:39,Submission (guillotine choke)
2128,UFC 172: Jones vs. Teixeira,Flyweight,Joseph Benavidez,def.,Tim Elliott,1,4:08,Submission (guillotine choke)
2129,UFC 172: Jones vs. Teixeira,Lightweight,Takanori Gomi,def.,Isaac Vallie-Flagg,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2130,UFC 172: Jones vs. Teixeira,Women's Bantamweight,Bethe Correia,def.,Jessamyn Duke,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
2131,UFC 172: Jones vs. Teixeira,Lightweight,Danny Castillo,def.,Charlie Brenneman,2,0:21,KO (punch)
2132,UFC 172: Jones vs. Teixeira,Bantamweight,Chris Beal,def.,Patrick Williams,2,1:51,KO (flying knee)
2133,UFC on Fox: Werdum vs. Browne,Heavyweight,Fabrício Werdum,def.,Travis Browne,5,5:00,"Decision (unanimous) (49–46, 50–45, 50–45)"
2134,UFC on Fox: Werdum vs. Browne,Women's Bantamweight,Miesha Tate,def.,Liz Carmouche,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2135,UFC on Fox: Werdum vs. Browne,Lightweight,Donald Cerrone,def.,Edson Barboza,1,3:15,Submission (rear-naked choke)
2136,UFC on Fox: Werdum vs. Browne,Middleweight,Yoel Romero,def.,Brad Tavares,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2137,UFC on Fox: Werdum vs. Browne,Lightweight,Khabib Nurmagomedov,def.,Rafael dos Anjos,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2138,UFC on Fox: Werdum vs. Browne,Welterweight,Thiago Alves,def.,Seth Baczynski,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2139,UFC on Fox: Werdum vs. Browne,Lightweight,Jorge Masvidal,def.,Pat Healy,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2140,UFC on Fox: Werdum vs. Browne,Featherweight,Alex White,def.,Estevan Payan,1,1:28,TKO (punches)
2141,UFC on Fox: Werdum vs. Browne,Middleweight,Caio Magalhães,def.,Luke Zachrich,1,0:44,TKO (punches)
2142,UFC on Fox: Werdum vs. Browne,Welterweight,Jordan Mein,def.,Hernani Perpétuo,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2143,UFC on Fox: Werdum vs. Browne,Flyweight,Dustin Ortiz,def.,Ray Borg,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2144,UFC on Fox: Werdum vs. Browne,Featherweight,Mirsad Bektić,def.,Chas Skelly,3,5:00,"Decision (majority) (29–27, 29–27, 28–28)"
2145,UFC on Fox: Werdum vs. Browne,Heavyweight,Derrick Lewis,def.,Jack May,1,4:23,TKO (punches)
2146,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Middleweight,Tim Kennedy,def.,Michael Bisping,5,5:00,"Decision (unanimous) (49–46, 49–46, 50–45)"
2147,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Welterweight,Patrick Côté,def.,Kyle Noke,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2148,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Middleweight,Elias Theodorou,def.,Sheldon Westcott,2,4:41,TKO (punches and elbows)
2149,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Welterweight,Chad Laprise,def.,Olivier Aubin-Mercier,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2150,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Featherweight,Dustin Poirier,def.,Akira Corassani,2,0:42,TKO (punches)
2151,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Welterweight,K.J. Noons,def.,Sam Stout,1,0:30,KO (punches)
2152,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Women's Bantamweight,Sarah Kaufman,def.,Leslie Smith,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2153,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Light Heavyweight,Ryan Jimmo,def.,Sean O'Connell,1,4:27,KO (punches)
2154,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Bantamweight,George Roop,def.,Dustin Kimura,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–26)"
2155,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Lightweight,Mark Bocek,def.,Mike De La Torre,3,5:00,"Decision (split) (28–29, 30–27, 29–28)"
2156,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Middleweight,Nordine Taleb,def.,Vik Grujic,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2157,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Welterweight,Richard Walsh,def.,Chris Indich,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2158,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Bantamweight,Mitch Gagnon,def.,Tim Gorman,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2159,UFC Fight Night: Nogueira vs. Nelson,Heavyweight,Roy Nelson,def.,Antônio Rodrigo Nogueira,1,3:37,KO (punch)
2160,UFC Fight Night: Nogueira vs. Nelson,Featherweight,Clay Guida,def.,Tatsuya Kawajiri,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2161,UFC Fight Night: Nogueira vs. Nelson,Welterweight,Ryan LaFlare,def.,John Howard,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2162,UFC Fight Night: Nogueira vs. Nelson,Lightweight,Ramsey Nijem,def.,Beneil Dariush,1,4:20,TKO (punches)
2163,UFC Fight Night: Nogueira vs. Nelson,Heavyweight,Jared Rosholt,def.,Daniel Omielańczuk,3,5:00,"Decision (unanimous) (30–27, 30–26, 30–27)"
2164,UFC Fight Night: Nogueira vs. Nelson,Middleweight,Thales Leites,def.,Trevor Smith,1,0:45,TKO (punches)
2165,UFC Fight Night: Nogueira vs. Nelson,Featherweight,Jim Alers,def.,Alan Omer,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
2166,UFC Fight Night: Nogueira vs. Nelson,Bantamweight,Rani Yahya,vs.,Johnny Bedford,1,0:39,No Contest (accidental headbutt)
2167,UFC Fight Night: Shogun vs. Henderson 2,Light Heavyweight,Dan Henderson,def.,Maurício Rua,3,3:27,TKO (punches)
2168,UFC Fight Night: Shogun vs. Henderson 2,Middleweight,C.B. Dollaway,def.,Cezar Ferreira,1,0:39,TKO (punches)
2169,UFC Fight Night: Shogun vs. Henderson 2,Lightweight,Leonardo Santos,vs.,Norman Parke,3,5:00,"Draw (majority) (29–27, 28–28, 28–28)"
2170,UFC Fight Night: Shogun vs. Henderson 2,Light Heavyweight,Fábio Maldonado,def.,Gian Villante,3,5:00,"Decision (unanimous) (29–27, 29–28, 29–28)"
2171,UFC Fight Night: Shogun vs. Henderson 2,Lightweight,Michel Prazeres,def.,Mairbek Taisumov,3,5:00,"Decision (unanimous) (30–25, 30–25, 30–25)"
2172,UFC Fight Night: Shogun vs. Henderson 2,Featherweight,Rony Jason,def.,Steven Siler,1,1:17,TKO (punches)
2173,UFC Fight Night: Shogun vs. Henderson 2,Catchweight (190 lbs),Thiago Santos,def.,Ronny Markes,1,0:53,TKO (body kick and punches)
2174,UFC Fight Night: Shogun vs. Henderson 2,Flyweight,Jussier Formiga,def.,Scott Jorgensen,1,3:07,Submission (rear-naked choke)
2175,UFC Fight Night: Shogun vs. Henderson 2,Welterweight,Kenny Robertson,def.,Thiago Perpétuo,1,1:45,Submission (rear-naked choke)
2176,UFC Fight Night: Shogun vs. Henderson 2,Light Heavyweight,Hans Stringer,def.,Francimar Barroso,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
2177,UFC Fight Night: Shogun vs. Henderson 2,Featherweight,Godofredo Pepey,def.,Noad Lahat,1,2:39,KO (flying knee)
2178,UFC 171: Hendricks vs. Lawler,Welterweight,Johny Hendricks,def.,Robbie Lawler,5,5:00,"Decision (unanimous) (48–47, 48–47, 48–47)"
2179,UFC 171: Hendricks vs. Lawler,Welterweight,Tyron Woodley,def.,Carlos Condit,2,2:00,TKO (knee injury)
2180,UFC 171: Hendricks vs. Lawler,Lightweight,Myles Jury,def.,Diego Sanchez,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2181,UFC 171: Hendricks vs. Lawler,Welterweight,Hector Lombard,def.,Jake Shields,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2182,UFC 171: Hendricks vs. Lawler,Light Heavyweight,Ovince Saint Preux,def.,Nikita Krylov,1,1:29,Technical Submission (Von Flue choke)
2183,UFC 171: Hendricks vs. Lawler,Welterweight,Kelvin Gastelum,def.,Rick Story,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2184,UFC 171: Hendricks vs. Lawler,Women's Bantamweight,Jéssica Andrade,def.,Raquel Pennington,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
2185,UFC 171: Hendricks vs. Lawler,Featherweight,Dennis Bermudez,def.,Jimy Hettes,3,2:57,TKO (punches and knee)
2186,UFC 171: Hendricks vs. Lawler,Welterweight,Alex Garcia,def.,Sean Spencer,3,5:00,"Decision (split) (29–28, 28–29, 30–27)"
2187,UFC 171: Hendricks vs. Lawler,Catchweight (157 lbs),Francisco Trevino,def.,Renee Forte,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2188,UFC 171: Hendricks vs. Lawler,Flyweight,Justin Scoggins,def.,Will Campuzano,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2189,UFC 171: Hendricks vs. Lawler,Middleweight,Sean Strickland,def.,Bubba McDaniel,1,4:33,Submission (rear-naked choke)
2190,UFC 171: Hendricks vs. Lawler,Featherweight,Rob Whiteford,def.,Daniel Pineda,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
2191,UFC Fight Night: Gustafsson vs. Manuwa,Light Heavyweight,Alexander Gustafsson,def.,Jimi Manuwa,2,1:18,TKO (knee and punches)
2192,UFC Fight Night: Gustafsson vs. Manuwa,Lightweight,Michael Johnson,def.,Melvin Guillard,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2193,UFC Fight Night: Gustafsson vs. Manuwa,Flyweight,Brad Pickett,def.,Neil Seery,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2194,UFC Fight Night: Gustafsson vs. Manuwa,Welterweight,Gunnar Nelson,def.,Omari Akhmedov,1,4:36,Submission (guillotine choke)
2195,UFC Fight Night: Gustafsson vs. Manuwa,Light Heavyweight,Ilir Latifi,def.,Cyrille Diabaté,1,3:02,"Submission (ninja choke)<sup class=""reference"" id=""cite_ref-13""><a href=""#cite_note-13"">[13]</a></sup>"
2196,UFC Fight Night: Gustafsson vs. Manuwa,Middleweight,Luke Barnatt,def.,Mats Nilsson,1,4:24,TKO (head kick and punches)
2197,UFC Fight Night: Gustafsson vs. Manuwa,Middleweight,Cláudio Silva,def.,Brad Scott,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2198,UFC Fight Night: Gustafsson vs. Manuwa,Welterweight,Igor Araújo,def.,Danny Mitchell,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2199,UFC Fight Night: Gustafsson vs. Manuwa,Flyweight,Louis Gaudinot,vs.,Phil Harris,1,1:13,No Contest (overturned)
2200,The Ultimate Fighter China Finale: Kim vs. Hathaway,Welterweight,Dong Hyun Kim,def.,John Hathaway,3,1:02,KO (spinning back elbow)
2201,The Ultimate Fighter China Finale: Kim vs. Hathaway,Welterweight,Zhang Lipeng,def.,Wang Sai,3,5:00,"Decision (split) (29–28, 27–30, 29–28)"
2202,The Ultimate Fighter China Finale: Kim vs. Hathaway,Heavyweight,Matt Mitrione,def.,Shawn Jordan,1,4:59,KO (punches)
2203,The Ultimate Fighter China Finale: Kim vs. Hathaway,Featherweight,Hatsu Hioki,def.,Ivan Menjivar,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2204,The Ultimate Fighter China Finale: Kim vs. Hathaway,Lightweight,Yui Chul Nam,def.,Kazuki Tokudome,3,5:00,"Decision (split) (29–27, 27–28, 29–28)"
2205,The Ultimate Fighter China Finale: Kim vs. Hathaway,Bantamweight,Vaughan Lee,def.,Nam Phan,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
2206,The Ultimate Fighter China Finale: Kim vs. Hathaway,Welterweight,Wang Anying,def.,Albert Cheng,1,5:00,TKO (doctor stoppage)
2207,The Ultimate Fighter China Finale: Kim vs. Hathaway,Featherweight,Mark Eddiva,def.,Jumabieke Tuerxun,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2208,UFC 170: Rousey vs. McMann,Women's Bantamweight,Ronda Rousey,def.,Sara McMann,1,1:06,TKO (knee to the body)
2209,UFC 170: Rousey vs. McMann,Light Heavyweight,Daniel Cormier,def.,Patrick Cummins,1,1:19,TKO (punches)
2210,UFC 170: Rousey vs. McMann,Welterweight,Rory MacDonald,def.,Demian Maia,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2211,UFC 170: Rousey vs. McMann,Welterweight,Mike Pyle,def.,TJ Waldburger,3,4:03,TKO (elbows and punches)
2212,UFC 170: Rousey vs. McMann,Welterweight,Stephen Thompson,def.,Robert Whittaker,1,3:43,TKO (punches)
2213,UFC 170: Rousey vs. McMann,Women's Bantamweight,Alexis Davis,def.,Jessica Eye,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2214,UFC 170: Rousey vs. McMann,Bantamweight,Raphael Assunção,def.,Pedro Munhoz,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2215,UFC 170: Rousey vs. McMann,Bantamweight,Aljamain Sterling,def.,Cody Gibson,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2216,UFC 170: Rousey vs. McMann,Flyweight,Zach Makovsky,def.,Josh Sampo,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2217,UFC 170: Rousey vs. McMann,Lightweight,Erik Koch,def.,Rafaello Oliveira,1,1:24,TKO (punches)
2218,UFC 170: Rousey vs. McMann,Lightweight,Ernest Chavez,def.,Yosdenis Cedeno,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2219,UFC Fight Night: Machida vs. Mousasi,Middleweight,Lyoto Machida,def.,Gegard Mousasi,5,5:00,"Decision (unanimous) (49–46, 50–45, 50–45)"
2220,UFC Fight Night: Machida vs. Mousasi,Middleweight,Ronaldo Souza,def.,Francis Carmont,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2221,UFC Fight Night: Machida vs. Mousasi,Welterweight,Erick Silva,def.,Takenori Sato,1,0:52,KO (punches)
2222,UFC Fight Night: Machida vs. Mousasi,Welterweight,Nico Musoke,def.,Viscardi Andrade,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2223,UFC Fight Night: Machida vs. Mousasi,Featherweight,Charles Oliveira,def.,Andy Ogle,3,2:40,Submission (triangle choke)
2224,UFC Fight Night: Machida vs. Mousasi,Lightweight,Joe Proctor,def.,Cristiano Marcello,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
2225,UFC Fight Night: Machida vs. Mousasi,Lightweight,Rodrigo Damm,def.,Ivan Jorge,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2226,UFC Fight Night: Machida vs. Mousasi,Lightweight,Francisco Trinaldo,def.,Jesse Ronson,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2227,UFC Fight Night: Machida vs. Mousasi,Bantamweight,Iuri Alcântara,def.,Wilson Reis,3,5:00,"Decision (split) (28–29, 30–27, 30–27)"
2228,UFC Fight Night: Machida vs. Mousasi,Featherweight,Felipe Arantes,def.,Maximo Blanco,3,5:00,"Decision (unanimous) (29–27, 29–27, 29–27)"
2229,UFC Fight Night: Machida vs. Mousasi,Welterweight,Ildemar Alcântara,def.,Albert Tumenov,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2230,UFC Fight Night: Machida vs. Mousasi,Featherweight,Zubaira Tukhugov,def.,Douglas Silva de Andrade,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
2231,UFC 169: Barão vs. Faber II,Bantamweight,Renan Barão,def.,Urijah Faber,1,3:42,TKO (punches)
2232,UFC 169: Barão vs. Faber II,Featherweight,José Aldo,def.,Ricardo Lamas,5,5:00,"Decision (unanimous) (49–46, 49–46, 49–46)"
2233,UFC 169: Barão vs. Faber II,Heavyweight,Alistair Overeem,def.,Frank Mir,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2234,UFC 169: Barão vs. Faber II,Flyweight,Ali Bagautinov,def.,John Lineker,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2235,UFC 169: Barão vs. Faber II,Lightweight,Abel Trujillo,def.,Jamie Varner,2,2:32,KO (punch)
2236,UFC 169: Barão vs. Faber II,Lightweight,Alan Patrick,def.,John Makdessi,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2237,UFC 169: Barão vs. Faber II,Flyweight,Chris Cariaso,def.,Danny Martinez,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2238,UFC 169: Barão vs. Faber II,Middleweight,Nick Catone,def.,Tom Watson,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2239,UFC 169: Barão vs. Faber II,Lightweight,Al Iaquinta,def.,Kevin Lee,3,5:00,"Decision (unanimous) (29–28, 29–28, 28–27)"
2240,UFC 169: Barão vs. Faber II,Middleweight,Clint Hester,def.,Andy Enz,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
2241,UFC 169: Barão vs. Faber II,Lightweight,Rashid Magomedov,def.,Tony Martin,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2242,UFC 169: Barão vs. Faber II,Welterweight,Neil Magny,def.,Gasan Umalatov,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
2243,UFC on Fox: Henderson vs. Thomson,Lightweight,Benson Henderson,def.,Josh Thomson,5,5:00,"Decision (split) (47–48, 48–47, 49–46)"
2244,UFC on Fox: Henderson vs. Thomson,Heavyweight,Stipe Miocic,def.,Gabriel Gonzaga,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2245,UFC on Fox: Henderson vs. Thomson,Lightweight,Donald Cerrone,def.,Adriano Martins,1,4:40,KO (head kick)
